date,startup,vertical,subvertical,city,investor,round,Amount_in_Cr
2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Unknown,New Delhi,Green House Ventures,Seed Funding,0.84
2015-09-11,Zapyle,pre-used apparel shopping mobile app,Unknown,Bangalore,Undisclosed,Seed Funding,8.4
2015-09-12,CredR,Used Vehicles Marketplace,Unknown,Mumbai,Eight Road Ventures,Private Equity,126.0
2015-09-14,CanvasFlip,Mobile App testing platform,Unknown,Hyderabad,Bessemer Venture Partners,Seed Funding,10.08
2015-09-14,Shadowfax,Hyperlocal Delivery Services,Unknown,Gurgaon,Eight Roads Ventures,Private Equity,75.6
2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,Unknown,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,25.2
2015-09-14,Ola Cabs,Cab rental Mobile app,Unknown,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,1890.0
2015-09-15,Coverfox,Online Insurance Distribution Platform,Unknown,Mumbai,Cataraman Ventures,Private Equity,16.8
2015-09-15,MoEngage,Mobile Marketing Automation Platform,Unknown,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,35.7
2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Unknown,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,8.4
2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Unknown,Noida,Payal Syal,Seed Funding,2.52
2015-09-16,ChaiPoint,Food Subscription platform,Unknown,Bangalore,Eight Roads Ventures,Private Equity,84.0
2015-09-16,WedmeGood.com,Wedding Planning Platform,Unknown,Gurgaon,Indian Angel Network,Seed Funding,3.444
2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Unknown,Mumbai,Oliphans Capital,Seed Funding,3.78
2015-09-17,YepMe,Private label Fashion eTailer,Unknown,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,630.0
2015-09-17,Bueno,Online Food ordering & delivery,Unknown,Gurgaon,High Networth Individuals (No details),Seed Funding,5.04
2015-09-18,Plabro,Real Estate Broker Platform App,Unknown,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,2.94
2015-09-18,CureJoy,Online Health & Wellness platform,Unknown,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,9.66
2015-09-18,Briston Technomach,Internet of Things platform,Unknown,New Delhi,Undisclosed,Seed Funding,1.26
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Unknown,Gurgaon,Multiple investors,Seed Funding,1.26
2015-09-21,Portea Medical,Home Medical Care Services,Unknown,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,315.0
2015-09-21,Neotrade Analytics,Real-Time stock data platform,Unknown,Bangalore,Rainmatter,Seed Funding,1.974
2015-09-21,LafaLafa,coupons and cashback aggregator app,Unknown,Mumbai,500 Startups,Seed Funding,1.05
2015-09-22,Bestdealfinance,Financial Services Portal,Unknown,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,25.2
2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Unknown,Bangalore,Swarnim Multiventures,Private Equity,6.72
2015-09-22,Furdo,Online Interior Designing platform,Unknown,Bangalore,Bhavdeep Reddy,Seed Funding,3.36
2015-09-22,LogiNext,End-to-end Logistics platform,Unknown,Mumbai,Paytm,Private Equity,84.0
2015-09-22,Korra,Private Label Apparel sales,Unknown,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,2.52
2015-09-23,SilverPush,Cross-device retargeting platform,Unknown,Gurgaon / SFO,M&S Partners,Private Equity,10.08
2015-09-23,Juggernaut,Digital & Physical Publishing platform,Unknown,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,18.9
2015-09-23,InnerChef,Food Delivery Platform,Unknown,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,14.7
2015-09-24,Quintype,Data Driven Publishing platform,Unknown,Bangalore,Raghav Bahl,Private Equity,27.72
2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Unknown,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,3.36
2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Unknown,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,16.8
2015-09-24,Licious,Online Meat Ordering platform,Unknown,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,8.4
2015-09-28,Ola Cabs,Cab Booking app platform,Unknown,Bangalore,Didi Kuaidi,Private Equity,252.0
2015-09-29,Paytm,E-Commerce & M-Commerce platform,Unknown,New Delhi,"Alibaba Group, Ant Financial",Private Equity,5712.0
2015-09-29,Inmobi,Mobile Advertising platform,Unknown,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,840.0
2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Unknown,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,302.4
2015-09-29,Zakoopi,Fashion Discovery platform,Unknown,New Delhi,Uniqorn Ventures,Seed Funding,2.94
2015-09-30,Infoworks,Big Data Management Platform,Unknown,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,42.0
2015-09-30,RedDoorz,Budget Accommodation Platform,Unknown,Noida,Jungle Ventures,Seed Funding,8.4
2015-09-30,Eywa Media,Digital Signal processing platform,Unknown,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,8.4
2015-08-01,Snapdeal,Ecommerce Marketplace,Unknown,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4200.0
2015-08-01,Ressy,Restaurant Discount app,Unknown,Pune,Mohandas Pai & others,Seed Funding,3.36
2015-08-03,Connect India,ECommerce Logistics provider,Unknown,New Delhi,Aavishkaar,Private Equity,42.0
2015-08-03,Oyorooms,Budget Hotel accommodation brand,Unknown,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,840.0
2015-08-03,Wizrocket,User Engagment & Analytics platform,Unknown,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,80.64
2015-08-04,Pickingo,On-Demand Delivery Logistics,Unknown,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,10.92
2015-08-05,Grex,fund raising platform for startups,Unknown,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,5.46
2015-08-05,LetsTransport,Logistics Tech Platform,Unknown,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,10.92
2015-08-05,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,252.0
2015-08-05,Doormint,Hyperlocal Handyman services,Unknown,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,25.2
2015-08-05,NightStay,hotel booking app,Unknown,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4.2
2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Unknown,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,6.594
2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,Unknown,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4.2
2015-08-06,practo,Doctor Appointment booking app,Unknown,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,756.0
2015-08-06,Ketto,Crowd funding platform,Unknown,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,5.88
2015-08-06,Ezetap,Mobile based PoS solution,Unknown,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,210.0
2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Unknown,Gurgaon,YouWeCan Ventures,Seed Funding,5.292
2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Unknown,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4.2
2015-08-10,MyTaxiIndia,Taxi Rental platform,Unknown,Gurgaon,"Nihon Kotsu,",Private Equity,4.2
2015-08-10,eSadar,ecommerce,Unknown,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,0.672
2015-08-10,MyPoolin,mobile social network,Unknown,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,2.1
2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Unknown,New Delhi,Sequoia Capital,Private Equity,134.4
2015-08-10,Inkmonk,Online printing marketplace,Unknown,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,2.1
2015-08-10,ToneTag,mobile payment software platform,Unknown,Bangalore,Reliance Capital Venture,Private Equity,8.4
2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Unknown,Gurgaon,Tiger Global Management,Private Equity,252.0
2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,Unknown,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,67.2
2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,Unknown,Kolkata,Indian Angel Network,Seed Funding,13.44
2015-08-11,RainCan,Subscription based Online Grocery platform,Unknown,Pune,Ajeet Khurana & Others,Seed Funding,0.84
2015-08-11,Allygrow Technologies,engineering services company,Unknown,Mumbai,Zodius Technology Fund,Private Equity,168.0
2015-08-11,Infogain,Business and IT consulting,Unknown,New Delhi / US,ChrysCapital,Private Equity,529.2
2015-08-12,OneAssist,Credit Card Fraud protection solutions,Unknown,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,63.0
2015-08-12,BigBasket,Online & mobile Grocery store,Unknown,Bangalore,Bessemer Venture Partners,Private Equity,420.0
2015-08-12,Sheroes,Career Community for Women,Unknown,Noida,"Quintillion Media, 500 Startups",Seed Funding,6.468
2015-08-12,Scripbox,Mutual Fund Investing platform,Unknown,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,21.0
2015-08-13,etaout,Ecommerce Marketing Software Platform,Unknown,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4.2
2015-08-13,IFMR Holdings,Financial Inclusion platform,Unknown,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,210.0
2015-08-13,Agrostar,Mobile Commerce for Farmers,Unknown,Pune,IDG Ventures,Private Equity,33.6
2015-08-14,VoxWeb,Picture based Social App,Unknown,Mumbai,Jitendra Gupta & others,Seed Funding,0.84
2015-08-14,Trukky,Logistics service platform,Unknown,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,2.058
2015-08-17,Edu4Share,Exam Preparation Platform,Unknown,New Delhi,Nalin Jain & other angel investors,Seed Funding,1.848
2015-08-17,Sampurnearth,Waste Management Solutions,Unknown,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,1.344
2015-08-17,ShadowFax,on-demand delivery service,Unknown,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,2.604
2015-08-18,Roposo,Fashion Discovery platform,Unknown,Gurgaon,Tiger Global,Private Equity,126.0
2015-08-18,IntelligenceNODE,Data Analytics Platform,Unknown,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,35.28
2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,Unknown,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,8.4
2015-08-18,Zoojoo.be,Corporate Wellness App,Unknown,Bangalore,RoundGlass Partners,Private Equity,8.4
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Unknown,Mumbai,Unilazer Ventures,Private Equity,20.16
2015-08-19,MebelKart,Online Furniture Marketplace,Unknown,Bangalore,AskMe,Private Equity,168.0
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Unknown,New Delhi,Group of Angel Investors,Seed Funding,1.3104
2015-08-20,Flatpebble,Online marketplace for Photographers,Unknown,Hyderabad,Indian Angel Network,Seed Funding,5.04
2015-08-20,Bluegape.com,Visual Blogging platform,Unknown,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,5.04
2015-08-21,ePoise,Job Search Platform,Unknown,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,4.2
2015-08-24,Jolly Food Fellow,Food Customer analytics platform,Unknown,Ahmedabad,The 1947,Seed Funding,2.52
2015-08-24,BookMeIn,Professional Service Appointment booking service,Unknown,Mumbai,Ajmera Group of Companies,Seed Funding,3.36
2015-08-25,Qyk App,On-Demand App based Professional service provider,Unknown,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.4
2015-08-25,EazyDiner,Restaurant Reservation Platform,Unknown,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,25.2
2015-08-25,RevX,Cross-channel CRM platform,Unknown,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,33.6
2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,Unknown,Pune,Group of Angel Investors,Seed Funding,2.1
2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,Unknown,New Delhi,GHV Accelerator,Seed Funding,0.84
2015-08-26,Belita,On-Demand Beauty Service,Unknown,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,3.36
2015-08-26,FoodTalkIndia,Online Food Community Platform,Unknown,Gurgaon,Undisclosed Investor,Seed Funding,4.2
2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bangalore,Rocket Internet,Private Equity,16.8
2015-08-28,RollMafia,QSR Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,1.344
2015-08-31,DropKaffe,Online Coffee Delivery platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,2.52
2015-08-31,Reverie,Language Localization Cloud platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,33.6
2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,Unknown,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,8.4
,HandyHome,Hyperlocal Electronics repair Service,Unknown,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,5.292
2015-07-01,NxtGen,IT infrastructure & Data Center services,Unknown,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,113.4
2015-07-02,BankBazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,504.0
2015-07-02,Gozoomo,Used Car Marketplace,Unknown,Bangalore,SAIF Partners,Private Equity,42.0
2015-07-02,Zenatix,Internet of Things platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,1.3524
2015-07-03,CultureAlley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,54.6
2015-07-03,Gingercrush,Custom Merchandize platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,8.4
2015-07-04,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,3.318
2015-07-06,Paper Boat,Ethnic Beverages manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,252.0
2015-07-07,Wudstay,Budget Accommodation aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,25.2
2015-07-07,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,DMG information Asia Pacific,Private Equity,42.0
2015-07-08,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,840.0
2015-07-08,Flytxt,Big Data & Analytics platform,Unknown,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,92.4
2015-07-08,Axtria,Big Data & Analytics platform,Unknown,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,252.0
2015-07-08,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,0.168
2015-07-08,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,3.948
2015-07-08,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,63.0
2015-07-08,Lendingkart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,84.0
2015-07-08,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,85.68
2015-07-08,Zoomcar,Self-driven vehicle rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,92.4
2015-07-14,MySmartPrice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,84.0
2015-07-14,Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.52
2015-07-14,HackerRank,Tech Recruitment platform,Unknown,Bangalore,HR Technology fund,Private Equity,63.0
2015-07-14,WickedRide,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,6.636
2015-07-14,WoWexpress,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,4.2
2015-07-15,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,840.0
2015-07-15,Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,19.32
2015-07-15,Roadrunnr,Hyper local logistics platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,92.4
2015-07-16,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.88
2015-07-17,QuikWallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.44
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.84
2015-07-20,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,126.0
2015-07-20,Innoviti,Payment Solutions platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,40.74
2015-07-21,Joy by nature,Organic Food ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.4
2015-07-22,Iqlect,Big Data & Analytics platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,16.8
2015-07-22,deGustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,252.0
2015-07-23,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,107.1
2015-07-23,Mswipe,Mobile Point of Sale payment solution,Unknown,,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,210.0
2015-07-23,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,2.688
2015-07-23,MedGenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,168.0
2015-07-23,HolidayIQ,Travel information portal,Unknown,Bangalore,MakeMyTrip,Private Equity,126.0
2015-07-23,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,8.4
2015-07-23,Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,504.0
2015-07-24,BroEx,Real Estate Broker network App,Unknown,Gurgaon,Lightspeed India,Private Equity,8.4
2015-07-25,CredR,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,126.0
2015-07-27,ManageMySpa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,50.4
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,840.0
2015-07-28,Flipkart.com,Online Marketplace,Unknown,Bangalore,Steadview Capital and existing investors,Private Equity,5880.0
2015-07-28,Opinio,Hyperlocal food & grocery store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,10.92
2015-07-28,Zoctr,Health-Tech platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.4
2015-07-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,16.8
2015-07-29,trueHb,Medical Tech Instruments,Unknown,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,20.16
2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,420.0
2015-07-29,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,10.08
2015-07-30,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LionRock Capital,Private Equity,5.04
2015-07-30,Pragmatix,Business intelligence & Analytics,Unknown,Mumbai,SIDBI Venture Capital Ltd,Private Equity,20.16
2015-07-30,Droom.in,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,134.4
2015-07-30,MadRat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.4112
2015-07-30,Noodle Play,Chinese food delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.4112
2015-07-31,LazyLad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.2
2015-07-31,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,16.8
2015-07-31,Bona Vita,Travel Tech,Unknown,Gurgaon,MakeMyTrip,Private Equity,42.0
2015-06-01,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,50.4
2015-06-01,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.2
2015-06-01,Meritnation,Online Learning Platform,Unknown,New Delhi,InfoEdge,Private Equity,33.6
2015-06-01,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group of 15 Angel Investors,Seed Funding,2.94
2015-06-01,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.4
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,4.62
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,4.2
2015-06-02,Saama,Big Data & Analytics Services,Unknown,Pune / US,Carrick Capital Partners,Private Equity,294.0
2015-06-02,AllIzHealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.94
2015-06-03,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,DMG Information,Private Equity,25.2
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,0.84
2015-06-03,Arkin Net,Data Center Software platform,Unknown,Pune / US,Nexus Venture Partners,Private Equity,126.0
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.26
2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.1
2015-06-04,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,1150.8
2015-06-04,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,8.4
2015-06-04,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,168.0
2015-06-04,Flipkart,eCommerce platform,Unknown,Bangalore,Morgan Stanley,Private Equity,420.0
2015-06-05,kWatt Solutions,Renewable energy solutions,Unknown,Mumbai,Undisclosed,Seed Funding,4.2
2015-06-05,Medwell Ventures,Healthcare\\nService provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,84.0
2015-06-05,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,42.0
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,336.0
2015-06-09,Clovia,Private Label lingerie Ecommerce,Unknown,New Delhi,IvyCap Ventures,Private Equity,42.0
2015-06-09,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,138.6
2015-06-09,PayMango,Mobile Commerce Platform,Unknown,Gurgaon,Group of Angel Investors,Seed Funding,1.9656
2015-06-09,Teritree,Digital Marketing Services,Unknown,Bangalore,KCL,Seed Funding,1.176
2015-06-10,Voonik,Fashion Ecommerce store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,42.0
2015-06-11,AdStringO,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,2.94
2015-06-11,Faircent.com,Peer to Peer Lending platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.1
2015-06-12,La Renon,Global Healthcare products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,134.4
2015-06-15,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,420.0
2015-06-15,Shippr,Intra-City Logistics service,Unknown,Bangalore,i2india Pvt Ltd,Seed Funding,4.2
2015-06-16,CouponRaja,Online Coupon & comparison platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.2
2015-06-17,MyDentist,Dental Clinic chain,Unknown,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,68.88
2015-06-18,Fracktal Works,3D Printer Manufacturer,Unknown,Bangalore,Neoteric Infomatique Limited,Private Equity,25.2
2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,Unknown,Mumbai,ASK Pravi,Private Equity,42.0
2015-06-19,Housejoy,Home services marketplace,Unknown,Bangalore,Matrix Partners,Private Equity,33.6
